Category,University,Faculty,Program,2022,2023,2024
علوم تجريبية,جامعة المنستير,المعهد العالي للعلوم التطبيقية و التكنولوجيا بالمهدية,الإجازة في تكنولوجيات المعلومات والاتصالات,145.7268,153.4059,137.0133
علوم تجريبية,جامعة المنستير,المعهد العالي للعلوم التطبيقية و التكنولوجيا بالمهدية,الإجازة في الإلكترونيك والكهروتقنية والآلية,135.4017,136.44,126.865
علوم تجريبية,جامعة المنستير,المعهد العالي للفنون و الحرف بالمهدية,الإجازة في تصميم الفضاء,116.7638,112.265,109.275
علوم تجريبية,جامعة المنستير,المعهد العالي للفنون و الحرف بالمهدية,الاجازة في تصميم المنتوج,94.2499,84.6933,77.1816
علوم تجريبية,جامعة المنستير,المعهد العالي للفنون و الحرف بالمهدية,الاجازة في تصميم الصورة,95.2736,94.4518,88.2968
علوم تجريبية,جامعة القيروان,كلية الآداب والعلوم الإنسانية بالقيروان,الإجازة في الإنقليزية,106.2917,122.2636,114.5201
علوم تجريبية,جامعة القيروان,كلية الآداب والعلوم الإنسانية بالقيروان,الإجازة في الفرنسية,86.7184,105.1469,105.195
علوم تجريبية,جامعة القيروان,كلية الآداب والعلوم الإنسانية بالقيروان,الإجازة في الترجمة,102.2754,101.0274,
علوم تجريبية,جامعة القيروان,المعهد العالي للإعلامية و التصرف بالقيروان,الإجازة في إعلامية التصرف,151.0787,151.08,142.115
علوم تجريبية,جامعة القيروان,المعهد العالي للإعلامية و التصرف بالقيروان,الإجازة في علوم التصرف,129.9515,118.995,101.7252
علوم تجريبية,جامعة القيروان,المعهد العالي للإعلامية و التصرف بالقيروان,الإجازة في علوم الإعلامية,146.16,151.7,137.015
علوم تجريبية,جامعة القيروان,المعهد العالي للإعلامية و التصرف بالقيروان,الإجازة في هندسة نظم الإعلامية,144.7336,151.7046,126.265
علوم تجريبية,جامعة القيروان,المعهد العالي للفنون والحرف بالقيروان,الإجازة في الفنون التشكيلية,72.6984,,
علوم تجريبية,جامعة القيروان,المعهد العالي للفنون والحرف بالقيروان,الإجازة في تصميم الفضاء,93.2985,75.0366,77.8586
علوم تجريبية,جامعة القيروان,المعهد العالي للفنون والحرف بالقيروان,الاجازة في تصميم المنتوج,71.6882,94.195,
علوم تجريبية,جامعة القيروان,المعهد العالي للفنون والحرف بالقيروان,الاجازة في تصميم الصورة,86.435,92.955,98.2917
علوم تجريبية,جامعة القيروان,المعهد العالي للدراسات القانونية والسياسية بالقيروان,الإجازة في القانون,131.5458,119.1659,117.56
علوم تجريبية,جامعة القيروان,المعهد العالي للعلوم التطبيقية و التكنولوجيا بالقيروان,الإجازة في الهندسة الميكانيكية,91.1976,70.97,76.1573
علوم تجريبية,جامعة القيروان,المعهد العالي للعلوم التطبيقية و التكنولوجيا بالقيروان,الإجازة في الهندسة الطاقية,101.005,96.4033,90.6991
علوم تجريبية,جامعة القيروان,المعهد العالي للعلوم التطبيقية و التكنولوجيا بالقيروان,الإجازة في الإلكترونيك والكهروتقنية والآلية,104.9633,97.2823,86.7433
علوم تجريبية,جامعة القيروان,المعهد العالي للعلوم التطبيقية و التكنولوجيا بالقيروان,الإجازة في هندسة نظم الإعلامية,142.19,139.14,122.39
علوم تجريبية,جامعة القيروان,المعهد العالي للفنون و الحرف بالقصرين,الإجازة في تصميم الفضاء,77.3683,87.3599,83.0052
علوم تجريبية,جامعة القيروان,المعهد العالي للرياضيات التطبيقية والإعلامية بالقيروان,الاجازة في الرياضيات التطبيقية,85.04,78.6768,83.6683
علوم تجريبية,جامعة القيروان,المعهد العالي للرياضيات التطبيقية والإعلامية بالقيروان,الإجازة في علوم الإعلامية,150.105,146.95,121.815
علوم تجريبية,جامعة القيروان,المعهد العالي للرياضيات التطبيقية والإعلامية بالقيروان,الإجازة في هندسة نظم الإعلامية,141.86,134.57,120.08
علوم تجريبية,جامعة القيروان,المعهد العالي للدراسات التطبيقية في الانسانيات بسبيطلة,الإجازة في الإنقليزية,109.16,102.0067,142.195
علوم تجريبية,جامعة القيروان,المعهد العالي للدراسات التطبيقية في الانسانيات بسبيطلة,الإجازة في التنشيط السياحي,99.4033,99.9682,80.3361
علوم تجريبية,جامعة القيروان,المعهد العالي للدراسات التطبيقية في الانسانيات بسبيطلة,الإجازة في التربية والتعليم,140.635,138.39,131.215
علوم تجريبية,جامعة القيروان,المعهد العالي للفنون والحرف بسيدي بوزيد,الإجازة في تصميم الفضاء,79.0115,80.6517,80.2102
علوم تجريبية,جامعة القيروان,المعهد العالي للفنون والحرف بسيدي بوزيد,الاجازة في تصميم المنتوج,86.0617,,
علوم تجريبية,جامعة القيروان,المعهد العالي للفنون والحرف بسيدي بوزيد,الاجازة في تصميم الصورة,83.6786,,
علوم تجريبية,جامعة القيروان,كلية العلوم و التقنيات بسيدي بوزيد,الإجازة في الفيزياء و الكيمياء,99.495,139.5173,103.8114
علوم تجريبية,جامعة القيروان,كلية العلوم و التقنيات بسيدي بوزيد,الإجازة في علوم الإعلامية,117.875,120.4339,108.2305
علوم تجريبية,جامعة القيروان,كلية العلوم و التقنيات بسيدي بوزيد,الإجازة في تكنولوجيات المعلومات والاتصالات,94.3183,99.0999,92.5467
علوم تجريبية,جامعة القيروان,كلية العلوم و التقنيات بسيدي بوزيد,الإجازة في التكنولوجيات الغذائية والمحيط,86.1467,101.675,
علوم تجريبية,جامعة القيروان,المعهد العالي للعلوم التطبيقية و التكنولوجيا بالقصرين,الإجازة في علوم الإعلامية,117.33,114.73,105.425
علوم تجريبية,جامعة القيروان,المعهد العالي للعلوم التطبيقية و التكنولوجيا بالقصرين,الإجازة في هندسة نظم الإعلامية,118.115,115.51,100.195
علوم تجريبية,جامعة القيروان,المعهد العالي للعلوم التطبيقية و التكنولوجيا بالقصرين,الإجازة في الهندسة الميكانيكية,78.7237,81.716,83.5483
علوم تجريبية,جامعة القيروان,المعهد العالي للعلوم التطبيقية و التكنولوجيا بالقصرين,الإجازة في تكنولوجيات المعلومات والاتصالات,96.16,94.97,83.5232
علوم تجريبية,جامعة القيروان,المعهد العالي للعلوم التطبيقية و التكنولوجيا بالقصرين,الإجازة في الإلكترونيك والكهروتقنية والآلية,80.1105,74.1296,74.6755
علوم تجريبية,جامعة القيروان,المعهد التحضيري للدراسات الهندسية بالقيروان,مرحلة تحضيرية - تكنولوجيا,145.3967,141.6417,138.76
علوم تجريبية,جامعة قفصة,كلية العلوم بقفصة,الاجازة في علوم الجيوماتيك والتطبيقات,73.7467,92.1068,
علوم تجريبية,جامعة قفصة,كلية العلوم بقفصة,الإجازة في الكيمياء,97.435,105.4325,94.1082
علوم تجريبية,جامعة قفصة,كلية العلوم بقفصة,الإجازة في الفيزياء,89.3182,86.5618,
علوم تجريبية,جامعة قفصة,كلية العلوم بقفصة,الإجازة في الفيزياء و الطاقة,73.1217,79.84,77.5217
علوم تجريبية,جامعة قفصة,كلية العلوم بقفصة,الاجازة في الرياضيات التطبيقية,82.735,108.94,80.4315
علوم تجريبية,جامعة قفصة,كلية العلوم بقفصة,الإجازة في الرياضيات,98.9536,83.4389,89.11
علوم تجريبية,جامعة قفصة,كلية العلوم بقفصة,الإجازة في علوم الأرض,90.1279,,
علوم تجريبية,جامعة قفصة,كلية العلوم بقفصة,الإجازة في علوم الإعلامية,125.495,123.36,106.827
علوم تجريبية,جامعة قفصة,كلية العلوم بقفصة,الإجازة في الهندسة الميكانيكية,79.4683,72.4438,76.0954
علوم تجريبية,جامعة قفصة,كلية العلوم بقفصة,الإجازة في الهندسة الطاقية,78.2874,91.6934,83.075
علوم تجريبية,جامعة قفصة,كلية العلوم بقفصة,الإجازة في الإلكترونيك والكهروتقنية والآلية,81.9347,84.0671,75.2351
علوم تجريبية,جامعة قفصة,المعهد العالي للدراسات التطبيقية في الانسانيات بقفصة,الإجازة في الإنقليزية,121.865,108.9,
علوم تجريبية,جامعة قفصة,المعهد العالي للدراسات التطبيقية في الانسانيات بقفصة,الإجازة في الفرنسية,88.3766,,
علوم تجريبية,جامعة قفصة,المعهد العالي للدراسات التطبيقية في الانسانيات بقفصة,الإجازة في علم الاجتماع,97.7337,92.99,
علوم تجريبية,جامعة قفصة,المعهد العالي لإدارة المؤسسات بقفصة,الإجازة في إعلامية التصرف,144.0755,120.1396,134.4188
علوم تجريبية,جامعة قفصة,المعهد العالي لإدارة المؤسسات بقفصة,الإجازة في علوم التصرف,125.2703,105.5662,88.01
علوم تجريبية,جامعة قفصة,المعهد العالي للفنون و الحرف بقفصة,الإجازة في تصميم الفضاء,78.8651,74.7566,81.4466
علوم تجريبية,جامعة قفصة,المعهد العالي للفنون و الحرف بقفصة,الاجازة في تصميم الصورة,115.9452,,
علوم تجريبية,جامعة قفصة,المعهد العالي للعلوم التطبيقية و التكنولوجيا بقفصة,الإجازة في هندسة نظم الإعلامية,125.77,120.55,107.1391
علوم تجريبية,جامعة قفصة,المعهد العالي للعلوم التطبيقية و التكنولوجيا بقفصة,الإجازة في تكنولوجيات المعلومات والاتصالات,107.1944,110.7878,102.4944
علوم تجريبية,جامعة قفصة,المعهد العالي للعلوم التطبيقية و التكنولوجيا بقفصة,الإجازة في الهندسة الميكانيكية,75.0121,73.5124,74.4654
علوم تجريبية,جامعة قفصة,المعهد العالي للعلوم التطبيقية و التكنولوجيا بقفصة,الإجازة في الإلكترونيك والكهروتقنية والآلية,85.4141,81.1085,74.5385
علوم تجريبية,جامعة قفصة,المعهد العالي للدراسات التطبيقية في الإنسانيات بتوزر,الإجازة في التربية والتعليم,136.81,129.695,127.47
علوم تجريبية,جامعة قفصة,المعهد العالي للعلوم الاجتماعية والتربية بقفصة,الإجازة في التربية والتعليم,141.725,131.85,129.195
علوم تجريبية,جامعة قفصة,المعهد العالي للرياضة و التربية البدنية بقفصة,الإجازة في علوم وتقنيات الأنشطة البدنية والرياضة,132.32,143.0537,129.0099
علوم تجريبية,جامعة قفصة,المعهد التحضيري للدراسات الهندسية بقفصة,مرحلة تحضيرية - تكنولوجيا,126.9033,113.0267,104.69
علوم الإعلامية,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,الإجازة في العربية,98.1888,147.9275,113.3344
علوم الإعلامية,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,الإجازة في الإنقليزية,115.9397,153.6574,133.6591
علوم الإعلامية,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,الإجازة في الفرنسية,110.3652,154.8504,120.2948
علوم الإعلامية,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,الإجازة في علم الاجتماع,113.5377,105.6625,108.8939
علوم الإعلامية,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,الإجازة في علم النفس,108.49,151.995,150.635
علوم الإعلامية,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,الإجازة في الفلسفة,120.14,122.9912,
علوم الإعلامية,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,الاجازة في الجيوماتيك والتهيئة,83.9816,98.195,94.3715
علوم الإعلامية,جامعة تونس,المعهد العالي للتنشيط الشبابي والثقافي ببئر الباي,الإجازة في الوساطة والتنشيط,118.425,98.585,90.1409
علوم الإعلامية,جامعة تونس,المعهد العالى للفنون الجميلة بتونس,الإجازة في الفنون التشكيلية,91.1105,89.8033,98.3063
علوم الإعلامية,جامعة تونس,المعهد العالى للفنون الجميلة بتونس,الإجازة في تصميم الفضاء,109.0849,109.3291,112.785
علوم الإعلامية,جامعة تونس,المعهد العالى للفنون الجميلة بتونس,الاجازة في تصميم المنتوج,101.0829,103.145,105.0071
علوم الإعلامية,جامعة تونس,المعهد العالى للفنون الجميلة بتونس,الاجازة في تصميم الصورة,106.1349,111.7027,108.8682
علوم الإعلامية,جامعة تونس,المعهد العالي للموسيقى بتونس,الإجازة في الموسيقى و العلوم الموسيقية,99.6152,107.5973,107.7839
علوم الإعلامية,جامعة تونس,المعهدالعالي للفن المسرحي بتونس,الإجازة في المسرح و فنون العرض,88.4485,90.3952,95.599
علوم الإعلامية,جامعة تونس,المعهد التحضيري للدراسات الهندسية بتونس,مرحلة تحضيرية علمية,163.99,153.88,100.5667
علوم الإعلامية,جامعة تونس,المعهد العالي للتصرف بتونس,الإجازة في إعلامية التصرف,170.1728,174.71,167.6583
علوم الإعلامية,جامعة تونس,المعهد العالي للتصرف بتونس,الإجازة في علوم التصرف,149.5646,153.5183,129.3684
علوم الإعلامية,جامعة تونس,المدرسة العليا للعلوم الإقتصادية والتجارية بتونس,الإجازة في إعلامية التصرف,158.0069,157.3649,150.5651
علوم الإعلامية,جامعة تونس,المدرسة العليا للعلوم الإقتصادية والتجارية بتونس,الإجازة في علوم التصرف,136.7407,126.4901,130.6898
علوم الإعلامية,جامعة تونس,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,المرحلة التحضيرية للغات والآداب:فرنسية,149.8225,92.8291,
علوم الإعلامية,جامعة تونس,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,المرحلة التحضيرية للغات والآداب:انقليزية,118.2925,114.77,111.385
علوم الإعلامية,جامعة تونس,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,المرحلة التحضيرية للعلوم الإنسانية:تاريخ,89.73,,
علوم الإعلامية,جامعة تونس,المعهد العالي للدراسات التطبيقية في الإنسانيات بزغوان,الإجازة في التربية والتعليم,125.655,116.055,111.825
علوم الإعلامية,جامعة تونس,المعهد العالي للهندسة الرقمية بتونس,مرحلة تحضيرية مندمجة,187.37,,
علوم الإعلامية,جامعة تونس,المعهد العالي للأعمال بتونس,البكالوريوس في إدارة الأعمال,170.935,173.28,166.455
علوم الإعلامية,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,الإجازة في الإسبانية,133.2311,93.4782,
علوم الإعلامية,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,الإجازة في الإيطالية,124.853,107.7,97.7552
علوم الإعلامية,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,الإجازة في الألمانية,101.0563,97.9639,
علوم الإعلامية,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,الإجازة في الجيوماتيك والبيئة والتهيئة,97.575,94.1999,93.4383
علوم الإعلامية,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,الاجازة في الجيوبوليتيك و العلاقات الدولية,114.3783,117.31,106.65
علوم الإعلامية,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,الإجازة في العربية,107.0107,155.6636,105.831
علوم الإعلامية,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,الإجازة في الإنقليزية,121.9389,132.9101,119.0482
علوم الإعلامية,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,الإجازة في الفرنسية,91.1034,,
علوم الإعلامية,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,المرحلة التحضيرية للغات والآداب:انقليزية,113.446,142.95,120.655
علوم الإعلامية,جامعة منوبة,معهد الصحافة وعلوم الإخبار,الإجازة في الصحافة,111.285,111.875,134.6175
علوم الإعلامية,جامعة منوبة,معهد الصحافة وعلوم الإخبار,الإجازة في الاتصال,97.1983,114.25,106.981
علوم الإعلامية,جامعة منوبة,المعهد العالي للتوثيق بتونس,الإجازة في التصرف الإلكتروني في المعلومات و الوثائق,74.7872,82.7983,82.1976
علوم الإعلامية,جامعة منوبة,المعهد العالي للتوثيق بتونس,الإجازة في التوثيق وعلوم المكتبات والأرشيف,85.9036,81.8808,85.1051
علوم الإعلامية,جامعة منوبة,المعهد العالي للتربية المختصة,الإجازة في التربية المختصة,98.5883,116.3917,103.8167
علوم الإعلامية,جامعة منوبة,المعهد العالي للمحاسبة و إدارة المؤسسات بمنوبة,الإجازة في علوم التصرف,139.0251,130.631,123.97
علوم الإعلامية,جامعة منوبة,المدرسة العليا للتجارة بمنوبة,الإجازة في علوم التصرف,136.5695,130.1923,126.5168
علوم الإعلامية,جامعة منوبة,المعهد العالي لفنون الملتميديا بمنوبة,الإجازة في السينما والسمعي البصري,99.8867,124.3073,125.6769
علوم الإعلامية,جامعة منوبة,المعهد العالي لفنون الملتميديا بمنوبة,الإجازة في علوم الإعلامية,185.9072,185.3989,175.4105
علوم الإعلامية,جامعة منوبة,المعهد العالي لفنون الملتميديا بمنوبة,الإجازة في الفنون و الوسائط,123.3817,127.5654,126.0086
علوم الإعلامية,جامعة منوبة,المدرسة العليا لعلوم و تكنولوجيات التصميم,الإجازة في تصميم الفضاء,108.6712,117.93,110.56
علوم الإعلامية,جامعة منوبة,المدرسة العليا لعلوم و تكنولوجيات التصميم,الاجازة في تصميم المنتوج,99.706,105.0828,106.2082
علوم الإعلامية,جامعة منوبة,المدرسة العليا لعلوم و تكنولوجيات التصميم,الاجازة في تصميم الصورة,107.3961,109.2738,109.7375
علوم الإعلامية,جامعة منوبة,المعهد العالي للرياضة و التربية البدنية بقصر السعيد,الإجازة في علوم وتقنيات الأنشطة البدنية والرياضة,160.5482,133.3755,125.7518
علوم الإعلامية,جامعة منوبة,المدرسة العليا للإقتصاد الرقمي بمنوبة,الإجازة في إعلامية التصرف,163.3034,162.8005,153.8874
علوم الإعلامية,جامعة منوبة,المدرسة الوطنية للمهندسين بمنوبة,مرحلة تحضيرية مندمجة: رياضيات- فيزياء- كيمياء,173.3475,165.645,106.6408
علوم الإعلامية,جامعة منوبة,المدرسة الوطنية للمهندسين بمنوبة,مرحلة تحضيرية مندمجة: رياضيات- فيزياء و إعلامية,187.76,188.4775,173.96
علوم الإعلامية,جامعة تونس المنار,كلية العلوم بتونس,الاجازة في علوم الجيوماتيك والتطبيقات,104.4534,101.0936,132.5516
علوم الإعلامية,جامعة تونس المنار,كلية العلوم بتونس,الاجازة في الرياضيات التطبيقية,140.2021,154.9895,115.0384
علوم الإعلامية,جامعة تونس المنار,كلية العلوم بتونس,الإجازة في الرياضيات,130.9841,183.3071,154.4331
علوم الإعلامية,جامعة تونس المنار,كلية العلوم بتونس,مرحلة تحضيرية مندمجة,189.8017,188.9833,183.1617
علوم الإعلامية,جامعة تونس المنار,كلية العلوم بتونس,الإجازة في هندسة نظم الإعلامية,181.686,180.8354,171.0716
علوم الإعلامية,جامعة تونس المنار,كلية العلوم بتونس,الإجازة في تكنولوجيات المعلومات والاتصالات,148.6854,149.2833,137.8446
علوم الإعلامية,جامعة تونس المنار,كلية العلوم بتونس,الإجازة في الإلكترونيك والكهروتقنية والآلية,107.3103,179.0057,134.1887
علوم الإعلامية,جامعة تونس المنار,كلية العلوم بتونس,المرحلة التحضيرية العلمية: فيزياء - كيمياء,178.605,161.59,138.79
علوم الإعلامية,جامعة تونس المنار,كلية العلوم بتونس,الإجازة في علوم الإعلامية,193.4079,193.6593,186.1372
علوم الإعلامية,جامعة تونس المنار,كلية الحقوق والعلوم السياسية بتونس,الإجازة في القانون,119.091,128.4696,121.4664
علوم الإعلامية,جامعة تونس المنار,كلية العلوم الإقتصادية والتصرف بتونس,الإجازة في إعلامية التصرف,153.635,153.1919,148.3074
علوم الإعلامية,جامعة تونس المنار,كلية العلوم الإقتصادية والتصرف بتونس,الإجازة في علوم التصرف,145.0278,129.1597,116.844
علوم الإعلامية,جامعة تونس المنار,المعهد العالي للعلوم الإنسانية بتونس,الإجازة في الأنتروبولوجيا,135.7937,112.227,102.9066
علوم الإعلامية,جامعة تونس المنار,المعهد العالي للعلوم الإنسانية بتونس,الإجازة في لغة الإشارات,138.555,,
علوم الإعلامية,جامعة تونس المنار,المعهد العالي للعلوم الإنسانية بتونس,الإجازة في الآثار,89.0707,91.5332,102.6005
علوم الإعلامية,جامعة تونس المنار,المعهد العالي للعلوم الإنسانية بتونس,الإجازة في الإسبانية,146.0229,123.4834,108.8982
علوم الإعلامية,جامعة تونس المنار,المعهد العالي للعلوم الإنسانية بتونس,الإجازة في الإيطالية,127.7152,174.6936,106.2249
علوم الإعلامية,جامعة تونس المنار,المعهد العالي للعلوم الإنسانية بتونس,الإجازة في الألمانية,122.4525,103.2015,
علوم الإعلامية,جامعة تونس المنار,المعهد العالي للعلوم الإنسانية بتونس,الإجازة في علم الاجتماع,113.939,118.0531,90.465
علوم الإعلامية,جامعة تونس المنار,المعهد العالي للعلوم الإنسانية بتونس,الإجازة في علم النفس,186.215,140.92,129.5975
علوم الإعلامية,جامعة تونس المنار,المعهد العالي للعلوم الإنسانية بتونس,الإجازة في العربية,104.0736,113.4896,
علوم الإعلامية,جامعة تونس المنار,المعهد العالي للعلوم الإنسانية بتونس,الإجازة في الإنقليزية,120.992,138.0996,125.0054
علوم الإعلامية,جامعة تونس المنار,المعهد العالي للعلوم الإنسانية بتونس,الإجازة في الفرنسية,113.2381,102.3027,102.3346
علوم الإعلامية,جامعة تونس المنار,المعهد العالي للتكنولوجيات الطبية بتونس,مرحلة تحضيرية مندمجة في الهندسة البيوطبية,116.965,95.3948,129.085
علوم الإعلامية,جامعة تونس المنار,المعهد العالي للتكنولوجيات الطبية بتونس,الإجازة في الهندسة البيوطبية,134.5739,133.2953,125.511
علوم الإعلامية,جامعة تونس المنار,المعهد العالي للاعلامية,الإجازة في علوم الإعلامية,198.9933,199.0361,191.0753
علوم الإعلامية,جامعة تونس المنار,المعهد العالي للاعلامية,الإجازة في هندسة نظم الإعلامية,188.0793,188.0204,180.2736
علوم الإعلامية,جامعة تونس المنار,المعهد العالي للاعلامية,الإجازة في الإلكترونيك والكهروتقنية والآلية,189.385,190.83,173.34
علوم الإعلامية,جامعة تونس المنار,المعهد التحضيري للدراسات الهندسية بالمنار,مرحلة تحضيرية علمية,178.665,164.73,142.19
علوم الإعلامية,جامعة قرطاج,المدرسة الوطنية للهندسة المعمارية و التعمير بتونس,الهندسة المعمارية,140.21,140.18,132.96
علوم الإعلامية,جامعة قرطاج,المعهد العالي لإطارات الطفولة بقرطاج درمش,الإجازة في علوم التربية,104.95,106.42,106.0075
علوم الإعلامية,جامعة قرطاج,كلية العلوم ببنزرت,الإجازة في الرياضيات,105.775,153.0849,123.725
علوم الإعلامية,جامعة قرطاج,كلية العلوم ببنزرت,مرحلة تحضيرية مندمجة,182.5333,182.8483,173.9417
علوم الإعلامية,جامعة قرطاج,كلية العلوم ببنزرت,الإجازة في علوم الإعلامية,169.52,168.675,150.285
علوم الإعلامية,جامعة قرطاج,كلية العلوم ببنزرت,الإجازة في هندسة نظم الإعلامية,147.115,144.705,132.0125
علوم الإعلامية,جامعة قرطاج,كلية العلوم ببنزرت,الإجازة في تكنولوجيات المعلومات والاتصالات,128.1058,127.0567,112.2167
علوم الإعلامية,جامعة قرطاج,كلية العلوم ببنزرت,الإجازة في الإلكترونيك والكهروتقنية والآلية,118.4597,124.6497,120.27
علوم الإعلامية,جامعة قرطاج,المعهد الوطني للعلوم التطبيقية والتكنولوجيا بتونس,مرحلة تحضيرية مندمجة: رياضيات- فيزياء و إعلامية,196.0567,195.485,187.03
علوم الإعلامية,جامعة قرطاج,المعهد التحضيري للدراسات الهندسية بنابل,مرحلة تحضيرية علمية,156.42,151.77,112.88
علوم الإعلامية,جامعة قرطاج,كلية العلوم القانونية والسياسية والإجتماعية بتونس,الإجازة في القانون,127.116,138.6613,123.3764
علوم الإعلامية,جامعة قرطاج,معهد الدراسات التجارية العليا بقرطاج,الإجازة في إعلامية التصرف,184.2754,184.8051,182.2371
علوم الإعلامية,جامعة قرطاج,معهد الدراسات التجارية العليا بقرطاج,الإجازة في علوم التصرف,150.0194,173.4042,167.44
علوم الإعلامية,جامعة قرطاج,المعهد الوطني للشغل والدراسات الإجتماعية بتونس,الاجازة في علوم الشغل,107.92,100.7602,105.76
علوم الإعلامية,جامعة قرطاج,المعهد الوطني للشغل والدراسات الإجتماعية بتونس,الإجازة في علوم التصرف,122.5525,119.8614,121.8302
علوم الإعلامية,جامعة قرطاج,المعهد العالي للغات بتونس,الإجازة في الروسية,116.4067,,
علوم الإعلامية,جامعة قرطاج,المعهد العالي للغات بتونس,الإجازة في الصينية,83.0989,110.6683,
علوم الإعلامية,جامعة قرطاج,المعهد العالي للغات بتونس,الإجازة في الإسبانية,132.6747,134.4776,132.8138
علوم الإعلامية,جامعة قرطاج,المعهد العالي للغات بتونس,الإجازة في الإيطالية,105.3164,94.6362,96.8119
علوم الإعلامية,جامعة قرطاج,المعهد العالي للغات بتونس,الإجازة في الألمانية,95.9362,139.3622,120.0808
علوم الإعلامية,جامعة قرطاج,المعهد العالي للغات بتونس,الإجازة في العربية,93.1648,104.195,
علوم الإعلامية,جامعة قرطاج,المعهد العالي للغات بتونس,الإجازة في الإنقليزية,122.4134,152.047,119.3174
علوم الإعلامية,جامعة قرطاج,المعهد العالي للغات بتونس,الإجازة في الفرنسية,102.03,101.055,
علوم الإعلامية,جامعة قرطاج,المعهد العالى للفنون الجميلة بنابل,الإجازة في الفنون التشكيلية,80.1382,95.2407,86.3532
علوم الإعلامية,جامعة قرطاج,المعهد العالى للفنون الجميلة بنابل,الإجازة في تصميم الفضاء,107.125,108.505,102.145
علوم الإعلامية,جامعة قرطاج,المعهد العالى للفنون الجميلة بنابل,الاجازة في تصميم المنتوج,82.9999,90.1469,91.8007
علوم الإعلامية,جامعة قرطاج,المعهد العالى للفنون الجميلة بنابل,الاجازة في تصميم الصورة,94.5484,93.63,93.315
علوم الإعلامية,جامعة قرطاج,كلية العلوم الإقتصادية والتصرف بنابل,الإجازة في إعلامية التصرف,123.85,125.945,117.8625
علوم الإعلامية,جامعة قرطاج,كلية العلوم الإقتصادية والتصرف بنابل,الإجازة في علوم التصرف,116.3197,113.41,104.4275
علوم الإعلامية,جامعة قرطاج,المعهد العالي للعلوم التطبيقية و التكنولوجيا بماطر,الإجازة في علوم الإعلامية,157.735,150.465,136.4678
علوم الإعلامية,جامعة قرطاج,المعهد العالي للعلوم التطبيقية و التكنولوجيا بماطر,الإجازة في هندسة نظم الإعلامية,138.2975,132.38,121.4611
علوم الإعلامية,جامعة قرطاج,المعهد العالي للعلوم التطبيقية و التكنولوجيا بماطر,الإجازة في تكنولوجيات المعلومات والاتصالات,120.1133,119.0517,109.3291
علوم الإعلامية,جامعة قرطاج,المعهد العالي للعلوم التطبيقية و التكنولوجيا بماطر,الإجازة في الإلكترونيك والكهروتقنية والآلية,110.1458,116.5016,111.33
علوم الإعلامية,جامعة قرطاج,المعهد العالي لتكنولوجيات البيئة والعمران والبنيان,الإجازة في الهندسة المدنية,112.2733,132.8423,139.0286
علوم الإعلامية,جامعة قرطاج,المعهد التحضيري للدراسات الهندسية ببنزرت,مرحلة تحضيرية علمية,148.16,132.98,93.7417
علوم الإعلامية,جامعة قرطاج,المعهد العالي للغات بنابل,الإجازة في العربية,107.0287,107.2432,96.3431
علوم الإعلامية,جامعة قرطاج,المعهد العالي للغات بنابل,الإجازة في الإنقليزية,136.3555,129.0046,117.9434
علوم الإعلامية,جامعة قرطاج,المعهد العالي للغات بنابل,الإجازة في الفرنسية,103.345,99.595,91.4393
علوم الإعلامية,جامعة قرطاج,المعهد العالي للغات بنابل,الإجازة في الإيطالية,117.05,89.9226,
علوم الإعلامية,جامعة قرطاج,المعهد العالي لعلوم و تكنولوجيات البيئة ببرج السدرية,الاجازة في الرياضيات التطبيقية,115.8115,118.005,106.9733
علوم الإعلامية,جامعة قرطاج,المعهد العالي للدراسات السياحية والفندقية بسيدي الظريف,الاجازة في السياحة,89.5268,99.6235,93.54
علوم الإعلامية,جامعة قرطاج,المعهد العالي للدراسات السياحية والفندقية بسيدي الظريف,الإجازة في الفندقة,90.955,95.35,96.58
علوم الإعلامية,جامعة قرطاج,المعهد العالي للتصرف ببنزرت,الإجازة في إعلامية التصرف,138.075,140.295,133.2975
علوم الإعلامية,جامعة قرطاج,المعهد العالي للتصرف ببنزرت,الإجازة في علوم التصرف,115.61,123.0768,118.029
